KC_term,gene
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMB5
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMB6
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMB7
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMB8
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMB9
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMC1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMC2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMC3
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMC4
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMC5
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMC6
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMD1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMD10
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMD11
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMD12
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMD13
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMD14
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMD2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMD3
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMD4
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMD5
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMD6
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMD7
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMD8
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMD9
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSME1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSME2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSME3
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSME4
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSMF1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PSTPIP1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PTAFR
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PTGES2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PTK2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PTPN11
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PTPN4
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PTPN6
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PTPRB
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PTPRC
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PTPRJ
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PTPRN2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PTX3
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PYCARD
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PYGB
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PYGL
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,QPCT
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,QSOX1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RAB10
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RAB14
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RAB18
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RAB24
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RAB27A
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RAB31
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RAB37
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RAB3A
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RAB3D
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RAB44
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RAB4B
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RAB5B
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RAB5C
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RAB6A
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RAB7A
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RAB9B
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RAC1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RAC2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RAF1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RAP1A
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RAP1B
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RAP2B
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RAP2C
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RASGRP1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RASGRP2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RASGRP4
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RBSN
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,REG3A
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,REG3G
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RELA
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RELB
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RETN
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RHOA
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RHOF
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RHOG
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RIGI
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RIPK1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RIPK2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RIPK3
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RNASE2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RNASE3
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RNASE6
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RNASE7
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RNASE8
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RNASET2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RNF125
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RNF135
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RNF216
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,ROCK1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RPS27A
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RPS6KA1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RPS6KA2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RPS6KA3
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,RPS6KA5
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,S100A1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,S100A11
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,S100A12
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,S100A7
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,S100A7A
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,S100A8
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,S100A9
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,S100B
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,S100P
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SAA1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SARM1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SCAMP1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SDCBP
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SELL
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SEM1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SEMG1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SERPINA1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SERPINA3
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SERPINB1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SERPINB10
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SERPINB12
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SERPINB3
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SERPINB6
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SERPING1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SFTPA1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SFTPA2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SFTPD
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SHC1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SIGIRR
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SIGLEC14
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SIGLEC15
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SIGLEC16
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SIGLEC5
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SIGLEC9
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SIKE1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SIRPA
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SIRPB1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SKP1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SLC11A1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SLC15A4
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SLC27A2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SLC2A3
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SLC2A5
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SLC44A2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SLCO4C1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SLPI
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SNAP23
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SNAP25
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SNAP29
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SOCS1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SOS1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SPTAN1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SRC
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SRP14
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SSA1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SSA2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,STAT6
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,STBD1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,STING1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,STK10
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,STK11IP
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,STOM
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SUGT1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SURF4
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SVIP
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SYK
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,SYNGR1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TAB1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TAB2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TAB3
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TANK
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TARM1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TAX1BP1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TBC1D10C
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TBK1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TCIRG1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TCN1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TEC
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TICAM1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TICAM2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TIFA
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TIMP2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TIRAP
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TKFC
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TLR1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TLR10
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TLR2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TLR3
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TLR4
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TLR5
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TLR6
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TLR7
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TLR8
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TLR9
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TMBIM1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TMC6
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TMEM179B
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TMEM30A
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TMEM63A
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TMT1A
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TNFAIP3
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TNFAIP6
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TNFRSF1B
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TNIP2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TOLLIP
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TOM1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TOMM70
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TP53
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TRAF2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TRAF3
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TRAF6
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TRAPPC1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TREM1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TREM2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TREX1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TRIM21
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TRIM25
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TRIM32
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TRIM4
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TRIM56
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TRPM2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TSPAN14
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TTR
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TUBB
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TUBB4B
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TXK
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TXN
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TXNDC5
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TXNIP
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TYROBP
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,UBA3
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,UBA52
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,UBA7
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,UBB
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,UBC
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,UBE2D1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,UBE2D2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,UBE2D3
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,UBE2K
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,UBE2L6
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,UBE2M
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,UBE2N
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,UBE2V1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,UBR4
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,UNC13D
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,UNC93B1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,USP14
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,USP18
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,VAMP8
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,VAPA
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,VAT1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,VAV1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,VAV2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,VAV3
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,VCL
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,VCP
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,VNN1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,VPS35L
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,VRK3
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,VTN
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,WAS
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,WASF1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,WASF2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,WASF3
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,WASL
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,WIPF1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,WIPF2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,WIPF3
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,XRCC5
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,XRCC6
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,YES1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,YPEL5
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,ZBP1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,env
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,fliC
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,fljB
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,hly
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,mip
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,porB
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,prgJ
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,rep
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,CD101
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,CD3D
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,CD3E
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,CSK
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,ENAH
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,EVL
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,FYB
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,HLA-DPA1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,HLA-DPB1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,HLA-DQA1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,HLA-DQA2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,HLA-DQB1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,HLA-DQB2
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,HLA-DRA
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,HLA-DRB1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,HLA-DRB3
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,HLA-DRB4
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,HLA-DRB5
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,INPP5D
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PAG1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PTEN
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PTPN22
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TRAC
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TRAT1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TRAV19
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TRAV29DV5
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TRAV8-4
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TRBC1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TRBV12-3
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,TRBV7-9
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,VASP
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,ZAP70
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,CD274
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PDCD1
ALTERS EFFECTOR FUNCTION OF SPECIFIC CELL TYPES,PDCD1LG2
ALTERS HEMOSTASIS,F10
ALTERS HEMOSTASIS,F11
ALTERS HEMOSTASIS,F12
ALTERS HEMOSTASIS,F2
ALTERS HEMOSTASIS,F8
ALTERS HEMOSTASIS,F9
ALTERS HEMOSTASIS,GGCX
ALTERS HEMOSTASIS,GP1BA
ALTERS HEMOSTASIS,GP1BB
ALTERS HEMOSTASIS,GP5
ALTERS HEMOSTASIS,GP9
ALTERS HEMOSTASIS,KLKB1
ALTERS HEMOSTASIS,SERPING1
ALTERS HEMOSTASIS,TPST1
ALTERS HEMOSTASIS,TPST2
ALTERS HEMOSTASIS,VWF
ALTERS HEMOSTASIS,APBB1IP
ALTERS HEMOSTASIS,FGA
ALTERS HEMOSTASIS,FGB
ALTERS HEMOSTASIS,FGG
ALTERS HEMOSTASIS,FN1
ALTERS HEMOSTASIS,GRB2
ALTERS HEMOSTASIS,ITGA2B
ALTERS HEMOSTASIS,ITGB3
ALTERS HEMOSTASIS,PTK2
ALTERS HEMOSTASIS,RAP1A
ALTERS HEMOSTASIS,RAP1B
ALTERS HEMOSTASIS,SOS1
ALTERS HEMOSTASIS,SRC
ALTERS HEMOSTASIS,TLN1
ALTERS HEMOSTASIS,BCAR1
ALTERS HEMOSTASIS,CRK
ALTERS HEMOSTASIS,A2M
ALTERS HEMOSTASIS,C1QBP
ALTERS HEMOSTASIS,CD177
ALTERS HEMOSTASIS,F13A1
ALTERS HEMOSTASIS,F13B
ALTERS HEMOSTASIS,F2R
ALTERS HEMOSTASIS,F3
ALTERS HEMOSTASIS,F5
ALTERS HEMOSTASIS,F7
ALTERS HEMOSTASIS,KNG1
ALTERS HEMOSTASIS,PF4
ALTERS HEMOSTASIS,PF4V1
ALTERS HEMOSTASIS,PRCP
ALTERS HEMOSTASIS,PROC
ALTERS HEMOSTASIS,PROCR
ALTERS HEMOSTASIS,PROS1
ALTERS HEMOSTASIS,PRTN3
ALTERS HEMOSTASIS,SERPINA5
ALTERS HEMOSTASIS,SERPINC1
ALTERS HEMOSTASIS,SERPIND1
ALTERS HEMOSTASIS,SERPINE2
